numero	classe	numero_processo	menções	primeira_linha	contexto
197	RE	571572	5	13214	Quanto ao pedido de aplicação da jurisprudência do STJ, observe-se que aquela egrégia Corte foi incumbida pela Carta Magna da missão de uniformizar a 
198	ADI	4357	5	13414	“1. Não incide a taxa SELIC, prevista no art. 3º da EC nº 113/2021, no prazo constitucional de pagamento de precatórios do § 5º do art. 100 da Constit
199	AI	618232	5	14661	≠ AI 618.232 AgR, rel. min. Cezar Peluso, j. 3-11-2009, 2ª T, DJE de 27-11-2009
200	AC	2168	5	14761	Vide AC 2.168 MC-REF, rel. min. Celso de Mello, j. 4-11-2008, 2ª T, DJE de 19-9-2013
201	ADPF	635	5	16046	A violação generalizada é a consequência da omissão estrutural do cumprimento de deveres constitucionais por parte de todos os poderes e corresponde, 
202	ADI	7580	5	16911	[ADI 7.580 MC-REF, rel. min. Gilmar Mendes, j. 12.08.2025, P, DJE de 22.10.2025.]
203	RE	636941	5	18168	Vide RE 636.941, rel. min. Luiz Fux, j. 13-2-2014, P, DJE de 4-4-2014, Tema 432, com mérito julgado
204	RE	970821	5	18267	[RE 970.821, rel. min. Edson Fachin, j. 11-5-2021, P, DJE de 19-8-2021, Tema 517, com mérito julgado.]
205	AI	533202	5	19316	Vide AI 533.202 AgR, rel. min. Gilmar Mendes, j. 30-9-2008, 2ª T, DJE de 21-11-2008
206	ADI	6921	5	20722	Medida Provisória 1018/2020. Conversão na Lei 14.173/2021. Emenda parlamentar. Inclusão do art. 32, §15, da Lei 12.485/2011. Carregamento de canais de
207	ADI	6931	5	20722	Medida Provisória 1018/2020. Conversão na Lei 14.173/2021. Emenda parlamentar. Inclusão do art. 32, §15, da Lei 12.485/2011. Carregamento de canais de
208	RE	718874	5	21446	É constitucional formal e materialmente a contribuição social do empregador rural pessoa física, instituída pela Lei 10.256/2001, incidente sobre a re
209	ADI	2649	4	110	Não apenas o Estado haverá de ser convocado para formular as políticas públicas que podem conduzir ao bem-estar, à igualdade e à justiça, mas a socied
210	ADI	6780	4	120	Lei complementar estadual. Permuta nacional entre membros dos Ministérios Públicos Estaduais e do Distrito Federal e Territórios. Federalismo. Autonom
211	ADI	1247	4	124	O pacto federativo, sustentando-se na harmonia que deve presidir as relações institucionais entre as comunidades políticas que compõem o Estado Federa
212	HC	98237	4	126	Controle jurisdicional da atividade persecutória do Estado: uma exigência inerente ao Estado Democrático de Direito. O Estado não tem o direito de exe
213	HC	72391	4	133	A imprescindibilidade do uso do idioma nacional nos atos processuais, além de corresponder a uma exigência que decorre de razões vinculadas à própria 
214	ADPF	779	4	154	A “legítima defesa da honra” é recurso argumentativo/retórico odioso, desumano e cruel utilizado pelas defesas de acusados de feminicídio ou agressões
215	ADI	4424	4	158	Deixar a cargo da mulher autora da representação a decisão sobre o início da persecução penal significa desconsiderar o temor, a pressão psicológica e
216	ARE	959620	4	164	“1. Em visitas sociais nos presídios ou estabelecimentos de segregação é inadmissível a revista íntima vexatória com o desnudamento de visitantes ou e
217	ARE	1309642	4	168	Separação obrigatória de bens nos casamentos e uniões estáveis com pessoa maior de setenta anos. (...) O dispositivo aqui questionado, se interpretado
218	HC	70389	4	196	A simples referência normativa à tortura, constante da descrição típica consubstanciada no art. 233 do ECA, exterioriza um universo conceitual impregn
219	ADPF	1058	4	199	[ADPF 1.058 MC-Ref, rel. min. Gilmar Mendes, j. 13-11-2025, P, Informativo STF 1.199.]
220	ADPF	449	4	207	O motorista particular, em sua atividade laboral, é protegido pela liberdade fundamental insculpida no art. 5º, XIII, da Carta Magna, submetendo-se ap
221	ADPF	46	4	208	O serviço postal não consubstancia atividade econômica em sentido estrito, a ser explorada pela empresa privada. Por isso é que a argumentação em torn
222	ADI	1950	4	209	A livre iniciativa é expressão de liberdade titulada não apenas pela empresa mas também pelo trabalho. Por isso a Constituição, ao contemplá-la, cogit
223	ARE	1532603	4	211	Competência e ônus da prova nos processos que discutem a existência de fraude no contrato civil/comercial de prestação de serviços; e a licitude da co
224	RE	958252	4	215	É lícita a terceirização ou qualquer outra forma de divisão do trabalho entre pessoas jurídicas distintas, independentemente do objeto social das empr
225	RE	436996	4	251	As restrições impostas ao exercício das competências constitucionais conferidas ao Poder Executivo, incluída a definição de políticas públicas, import
226	ADI	3458	4	263	Cumpre ao Poder Judiciário a administração e os rendimentos referentes à conta única de depósitos judiciais e extrajudiciais. Atribuir ao Poder Execut
227	ADI	603	4	267	O Ministério Público pode deflagrar o processo legislativo de lei concernente à política remuneratória e aos planos de carreira de seus membros e serv
228	ADI	3046	4	271	A fiscalização legislativa da ação administrativa do Poder Executivo é um dos contrapesos da CF à separação e independência dos Poderes: cuida-se, por
229	RE	566621	4	278	É plausível, em face do ordenamento constitucional brasileiro, o reconhecimento da admissibilidade das leis interpretativas, que configuram instrument
230	EXT	1008	4	302	Extradição: Colômbia: crimes relacionados à participação do extraditando – então sacerdote da Igreja Católica – em ação militar das Forças Armadas Rev
231	ADI	7654	4	315	Ação Direta de Inconstitucionalidade proposta em face dos arts. 1º, caput e § 1º, e 6º, todos da Lei nº 12.990/2014, que regulamentam a reserva de 20%
232	ADI	7483	4	345	A interpretação de que o art. 11 da Lei n. 2.108/1993, do Estado do Rio de Janeiro, pode restringir o acesso de mulheres a cargos da Polícia Militar v
233	RE	222368	4	380	Os Estados estrangeiros não dispõem de imunidade de jurisdição, perante o Poder Judiciário brasileiro, nas causas de natureza trabalhista, pois essa p
234	HC	89171	4	396	No plano da cooperação internacional, é possível a participação das autoridades estrangeiras, desde que não haja nenhuma interferência delas no curso 
235	ADI	6966	4	422	Nos autos da ADI 4616/DF, apreciada em conjunto com a presente ação direta, o Supremo Tribunal Federal reconheceu a constitucionalidade da transformaç
236	ADI	5583	4	437	“O art. 35, III e V, da Lei nº 9.250/1995 introduz uma discriminação indireta contra as pessoas com deficiência. A aparente neutralidade do critério d
237	RE	597285	4	447	Atos que instituíram sistema de reserva de vagas com base em critério étnico-racial (cotas) no processo de seleção para ingresso em instituição públic
238	ADPF	54	4	448	Na inicial, pede-se a declaração de inconstitucionalidade, com eficácia para todos e efeito vinculante, da interpretação dos arts. 124, 126 e 128, I e
239	ADI	3443	4	456	Concurso público. (...) Prova de títulos: exercício de funções públicas. Viola o princípio constitucional da isonomia norma que estabelece como título
240	ADI	4178	4	456	Concurso público. (...) Prova de títulos: exercício de funções públicas. Viola o princípio constitucional da isonomia norma que estabelece como título
241	ARE	909437	4	470	Não cabe ao Poder Judiciário, que não tem função legislativa, aumentar vencimentos de servidores públicos sob fundamento de isonomia. Súmula 339/STF e
242	RE	592317	4	470	Não cabe ao Poder Judiciário, que não tem função legislativa, aumentar vencimentos de servidores públicos sob fundamento de isonomia. Súmula 339/STF e
243	RE	150455	4	486	Concurso público. Prova de esforço físico. Caso a caso, há de perquirir-se a sintonia da exigência, no que implica fator de tratamento diferenciado co
244	RE	271286	4	494	O direito à saúde – além de qualificar-se como direito fundamental que assiste a todas as pessoas – representa consequência constitucional indissociáv
245	ADI	7596	4	507	O RenovaBio, instituído pela Lei n. 13.576/2017, concretiza compromissos internacionais de mitigação de gases de efeito estufa assumidos pelo Brasil n
246	ADI	7617	4	507	O RenovaBio, instituído pela Lei n. 13.576/2017, concretiza compromissos internacionais de mitigação de gases de efeito estufa assumidos pelo Brasil n
247	ADI	6039	4	511	(...) Lei Estadual 8.008/2018 do Rio de Janeiro, que impõe a obrigatoriedade de que as crianças e adolescentes do sexo feminino vítimas de estupro sej
248	ADC	19	4	512	Violência doméstica. (...) O art. 1º da Lei 11.340/2006 surge, sob o ângulo do tratamento diferenciado entre os gêneros – mulher e homem –, harmônica 
249	MS	21540	4	530	Pensão por morte de servidora pública estadual, ocorrida antes da EC 20/1998: cônjuge varão: exigência de requisito de invalidez que afronta o princíp
250	AC	1033	4	577	[AC 1.033 AgR-QO, rel. min. Celso de Mello, j. 25-5-2006, P, DJ de 16-6-2006.]
251	ADPF	1151	4	596	[ADPF 1.151, rel. min. Dias Toffoli, j. 09.12.2024, P, DJE de 13.12.2024.]
252	ADPF	722	4	606	[ADPF 722, rel. min. Cármen Lúcia, j. 16-5-2022, P, DJE de 9-6-2022.]
253	ADI	4274	4	616	[ADI 4.274, rel. min. Ayres Britto, j. 23-11-2011, P, DJE de 2-5-2012.]
254	ADPF	187	4	617	Vide ADPF 187, rel. min. Celso de Mello, j. 15-6-2011, P, DJE de 29-5-2014
255	RCL	22238	4	624	Vide Rcl 22.238, rel. min. Roberto Barroso, j. 6-3-2018, 1ª T, DJE de 10-5-2018
256	RE	1037396	4	628	[RE 1.037.396, rel. min. Dias Toffoli, j. 26.06.2025, P, DJE de 05.11.2025, Tema 987, com mérito julgado e RE 1.057.258, rel. min. Luiz Fux, j. 26.06.
257	RE	1057258	4	628	[RE 1.037.396, rel. min. Dias Toffoli, j. 26.06.2025, P, DJE de 05.11.2025, Tema 987, com mérito julgado e RE 1.057.258, rel. min. Luiz Fux, j. 26.06.
258	RE	1075412	4	664	[RE 1.075.412 ED, rel. min. Edson Fachin, j. 20.03.2025, P, DJE de 27.06.2025, Tema 995, com mérito julgado.]
259	MS	40556	4	669	[MS 40.556 AgR, rel. min. Nunes Marques, j. 18-2-2026, 2ª T, DJE de 27-2-2026.]
260	ARE	1267879	4	690	[ARE 1.267.879, rel. min. Roberto Barroso, j. 17-12-2020, P, DJE de 8-4-2021. Tema 1.103, com mérito julgado]
261	RCL	9428	4	850	[Rcl 9.428, rel. min. Cezar Peluso, j. 10-12-2009, P, DJE de 25-6-2010.]
262	MS	27483	4	852	[MS 27.483 MC-REF, rel. min. Cezar Peluso, j. 14-8-2008, P, DJE de 10-10-2008.]
263	HC	96056	4	876	Vide HC 96.056, rel. min. Gilmar Mendes, j. 28-6-2011, 2ª T, DJE de 8-5-2012
264	AP	307	4	885	[AP 307, rel. min. Ilmar Galvão, j. 13-12-1994, P, DJ de 13-10-1995.]
265	HC	93050	4	913	[HC 93.050, rel. min. Celso de Mello, j. 10-6-2008, 2ª T, DJE de 1º-8-2008.]
266	AI	626214	4	968	[AI 626.214 AgR, rel. min. Joaquim Barbosa, j. 21-9-2010, 2ª T, DJE de 8-10-2010.]
267	MS	21729	4	1027	[MS 21.729, red. do ac. min. Néri da Silveira, voto do min. Sepúlveda Pertence, j. 5-10-1995, P, DJ de 19-10-2001.]
268	RCL	11949	4	1134	[Rcl 11.949, rel. min. Cármen Lúcia, j. 16-3-2017, P, DJE de 16-8-2017.]
269	ADI	3757	4	1182	[ADI 3.757, rel. min. Dias Toffoli, j. 17-10-2018, P, DJE de 27-4-2020.]
270	ADI	3464	4	1203	[ADI 3.464, rel. min. Menezes Direito, j. 29-10-2008, P, DJE de 6-3-2009.]
271	ADI	2937	4	1339	[ADI 2.937, rel. min. Cezar Peluso, j. 23-2-2012, P, DJE de 29-5-2012.]
272	ADI	2591	4	1341	[ADI 2.591 ED, rel. min. Eros Grau, j. 14-12-2006, P, DJ de 13-4-2007.]
273	ARE	652777	4	1369	[ARE 652.777, rel. min. Teori Zavascki, j. 23-4-2015, P, DJE de 1º-7-2015, Tema 483, com mérito julgado.]
274	RE	860631	4	1502	[RE 860.631, rel. min. Luiz Fux, j. 26-10-2023, P, DJE de 14-2-2024, Tema 982, com mérito julgado.]
275	ADI	2111	4	1596	[ADI 2.111 ED-ED, rel. min. Nunes Marques, j. 10.04.2025, P, DJE de 12.06.2025.]
276	ADI	1931	4	1610	[ADI 1.931, voto do min. Marco Aurélio, j. 7-2-2018, P, DJE de 8-6-2018.]
277	ADC	29	4	1614	[ADC 29, ADC 30 e ADI 4.578, rel. min. Luiz Fux, j. 16-2-2012, P, DJE de 29-6-2012.]
278	ADC	30	4	1614	[ADC 29, ADC 30 e ADI 4.578, rel. min. Luiz Fux, j. 16-2-2012, P, DJE de 29-6-2012.]
279	ADI	4578	4	1614	[ADC 29, ADC 30 e ADI 4.578, rel. min. Luiz Fux, j. 16-2-2012, P, DJE de 29-6-2012.]
280	RE	937595	4	1675	[RE 937.595 RG, rel. min. Roberto Barroso, j. 2-2-2017, P, DJE de 16-5-2017. Tema 930, com mérito julgado.]
281	RE	561836	4	1684	Vide RE 561.836, rel. min. Luiz Fux, j. 26-9-2013, P, DJE de 10-2-2014. Tema 5, com mérito julgado
282	RE	626489	4	1688	[RE 626.489, rel. min. Roberto Barroso, j. 16-10-2013, P, DJE de 23-9-2014. Tema 313, com mérito julgado.]
283	MS	24781	4	1760	[MS 24.781, red. do ac. min. Gilmar Mendes, j. 2-3-2011, P, DJE de 9-6-2011.]
284	MS	26469	4	1820	[MS 26.469, rel. min. Eros Grau, j. 22-11-2007, P, DJE de 28-3-2008.]
285	MS	27224	4	1823	Vide MS 27.224 AgR, rel. min. Eros Grau, j. 20-8-2009, P, DJE de 25-9-2009
286	ADI	417	4	1907	Vide ADI 417, rel. min. Maurício Corrêa, j. 5-3-1998, P, DJ de 8-5-1998
287	HC	97547	4	1952	Vide HC 97.547, rel. min. Joaquim Barbosa, j. 19-10-2010, 2ª T, DJE de 19-11-2010
288	HC	84486	4	1996	Vide HC 84.486 AgR, rel. min. Celso de Mello, j. 1º-6-2010, 2ª T, DJE de 6-8-2010
289	HC	81810	4	2160	= HC 81.810, rel. min. Cezar Peluso, j. 16-4-2009, P, DJE de 7-8-2009
290	ADO	26	4	2169	[ADO 26, rel. min. Celso de Mello, j. 13-6-2019, P, DJE de 6-10-2020.]
291	RHC	94358	4	2414	[RHC 94.358, rel. min. Celso de Mello, j. 29-4-2008, 2ª T, DJE de 19-3-2014.]
292	EXT	934	4	2460	Extradição passiva e brasileiro naturalizado. Possibilidade excepcional. Tráfico ilícito de entorpecentes. Necessidades, em tal hipótese, de que se de
293	AP	351	4	2543	Vide AP 351, rel. min. Marco Aurélio, j. 12-8-2004, P, DJ de 17-9-2004
294	ADI	2926	4	2635	[ADI 2.926, rel. min. Nunes Marques, j. 18-3-2023, P, DJE de 22-5-2023.]
295	ADI	4338	4	2643	[ADI 4.338, rel. min. Rosa Weber, j. 23-8-2019, P, DJE de 9-9-2019.]
296	HC	87926	4	2658	Vide HC 87.926, rel. min. Cezar Peluso, j. 20-2-2008, P, DJE de 25-4-2008
297	RE	501869	4	2728	Vide RE 501.869 AgR, rel. min. Eros Grau, j. 23-9-2008, 2ª T, DJE de 31-10-2008
298	MS	25962	4	2760	[MS 25.962, rel. min. Marco Aurélio, j. 23-10-2008, P, DJE de 20-3-2009.]
299	ADI	5507	4	2874	Artigo 2º da Lei nº 13.165/15. Inclusão do art. 96-b na Lei nº 9.504/97 (Lei das eleições). (...) Quanto à expressão na instância em que ele se encont
300	HC	98802	4	2886	Vide HC 98.802, rel. min. Joaquim Barbosa, j. 20-10-2009, 2ª T, DJE de 27-11-2009
301	HC	89315	4	2887	Vide HC 89.315, rel. min. Ricardo Lewandowski, j. 19-9-2006, 1ª T, DJ de 13-10-2006
302	EXT	1121	4	3714	[Ext 1.121 AgR, rel. min. Celso de Mello, j. 4-9-2008, P, DJE de 17-4-2009.]
303	HC	115168	4	3874	Vide HC 115.168, rel. min. Marco Aurélio, j. 21-5-2013, 1ª T, DJE de 17-6-2013
304	HC	102041	4	3905	[HC 102.041 ED, voto do min. Celso de Mello, j. 15-2-2011, 2ª T, DJE de 8-3-2013.]
305	HC	93401	4	3914	Vide HC 93.401, rel. min. Ayres Britto, j. 16-9-2008, 1ª T, DJE de 31-10-2008
306	MS	33694	4	4217	[MS 33.694, rel. min. Cármen Lúcia, j. 6-8-2015, dec. monocrática, DJE de 14-8-2015.]
307	AI	798495	4	4299	Vide AI 798.495 AgR, rel. min. Gilmar Mendes, j. 16-11-2010, 2ª T, DJE de 30-11-2010
308	MS	24001	4	4344	[MS 24.001, rel. min. Maurício Corrêa, j. 20-5-2002, P, DJ de 20-9-2002.]
309	RE	366168	4	4536	[RE 366.168, rel. min. Sepúlveda Pertence, j. 3-2-2004, 1ª T, DJ de 14-5-2004.]
310	HC	91361	4	4756	Vide HC 91.361, rel. min. Celso de Mello, j. 23-9-2008, 2ª T, DJE de 6-2-2009
311	ADI	3934	4	4868	[ADI 3.934, voto do min. Ricardo Lewandowski, j. 27-5-2009, P, DJE de 6-11-2009.]
312	ADI	7524	4	5107	[ADI 7.524, rel. min. Nunes Marques, j. 30-10-2025, P, DJE de 13-2-2026.]
313	ADI	1946	4	5117	[ADI 1.946, rel. min. Sydney Sanches, j. 3-4-2003, P, DJ de 16-5-2003.]
314	RE	523572	4	5129	[RE 523.572 AgR, rel. min. Ellen Gracie, j. 6-10-2009, 2ª T, DJE de 29-10-2009.]
315	RE	590415	4	5203	Arguição de descumprimento ajuizada contra decisões judiciais do Tribunal Superior do Trabalho e de Tribunais Regionais do Trabalho nas quais reconhec
316	ADI	5794	4	5330	A Carta Magna não contém qualquer comando impondo a compulsoriedade da contribuição sindical, na medida em que o art. 8º, IV, da Constituição remete à
317	ADI	2522	4	5345	[ADI 2.522, rel. min. Eros Grau, j. 8-6-2006, P, DJ de 18-8-2006.]
318	ADI	1381	4	5743	[ADI 1.381, rel. min. Dias Toffoli, j. 21-8-2014, P, DJE de 9-10-2014.]
319	AP	565	4	5794	[AP 565, rel. min. Cármen Lúcia, voto do min. Teori Zavascki, j. 8-8-2013, P, DJE de 23-5-2014.]
320	ADC	31	4	5853	O cerne da controvérsia envolve os temas da responsabilidade civil dos diretórios partidários e da eventual solidariedade passiva entre os órgãos part
321	ADI	1689	4	5958	[ADI 1.689, rel. min. Sydney Sanches, j. 12-3-2003, P, DJ de 2-5-2003.]
322	AC	2200	4	5969	Vide AC 2.200 MC-REF, rel. min. Cármen Lúcia, j. 2-2-2009, P, DJE de 27-2-2009
323	ADI	2391	4	6019	Ação direta de inconstitucionalidade. Art. 51 do ADCT do Estado da Paraíba. Redefinição dos limites territoriais do Município do Conde. Desmembramento
324	ADI	6936	4	6168	A Constituição Federal atribuiu à União a competência material para emissão de moedas, ficando a cargo do Banco Central do Brasil a competência exclus
325	ADI	4701	4	6179	[ADI 4.701, rel. min. Roberto Barroso, j. 13-8-2014, P, DJE de 25-8-2014.]
326	ACO	787	4	6185	[ACO 787-AgR, rel. min. Edson Fachin, j. 17-12-2022, P, DJE de 31-1-2023.]
327	ADPF	512	4	6197	A União, no exercício de suas competências (art. 21, XI e art. 22, IV CRFB), editou a Lei Federal n. 9.427/96, que, de forma nítida, proíbe à unidade 
